ID_Localidad,Provincia,Departamento,Localidad
2084,Santa Fe,Villa Constitución,Providencia
2085,Santa Fe,Villa Constitución,Pte. Roca
2086,Santa Fe,Villa Constitución,Pueblo Andino
2087,Santa Fe,Villa Constitución,Pueblo Esther
2088,Santa Fe,San Martín,Pueblo Gral. San Martín
2089,Santa Fe,Villa Constitución,Pueblo Irigoyen
2090,Santa Fe,Villa Constitución,Pueblo Marini
2091,Santa Fe,Villa Constitución,Pueblo Muñoz
2092,Santa Fe,Villa Constitución,Pueblo Uranga
2093,Santa Fe,Villa Constitución,Pujato
2094,Santa Fe,Villa Constitución,Pujato N.
2095,Santa Fe,Villa Constitución,Rafaela
2096,Santa Fe,Villa Constitución,Ramayón
2097,Santa Fe,Villa Constitución,Ramona
2098,Santa Fe,Villa Constitución,Reconquista
2099,Santa Fe,Villa Constitución,Recreo
2100,Santa Fe,Villa Constitución,Ricardone
2101,Santa Fe,Villa Constitución,Rivadavia
2102,Santa Fe,Villa Constitución,Roldán
2103,Santa Fe,Villa Constitución,Romang
2104,Santa Fe,Rosario,Rosario
2105,Santa Fe,Villa Constitución,Rueda
2106,Santa Fe,Villa Constitución,Rufino
2107,Santa Fe,Villa Constitución,Sa Pereira
2108,Santa Fe,Villa Constitución,Saguier
2109,Santa Fe,Villa Constitución,Saladero M. Cabal
2110,Santa Fe,Villa Constitución,Salto Grande
2111,Santa Fe,San Lorenzo,San Agustín
2112,Santa Fe,San Lorenzo,San Antonio de Obligado
2113,Santa Fe,San Lorenzo,San Bernardo (N.J.)
2114,Santa Fe,San Lorenzo,San Bernardo (S.J.)
2115,Santa Fe,San Lorenzo,San Carlos Centro
2116,Santa Fe,San Lorenzo,San Carlos N.
2117,Santa Fe,San Lorenzo,San Carlos S.
2118,Santa Fe,San Cristóbal,San Cristóbal
2119,Santa Fe,San Lorenzo,San Eduardo
2120,Santa Fe,San Lorenzo,San Eugenio
2121,Santa Fe,San Lorenzo,San Fabián
2122,Santa Fe,San Lorenzo,San Fco. de Santa Fé
2123,Santa Fe,San Lorenzo,San Genaro
2124,Santa Fe,San Lorenzo,San Genaro N.
2125,Santa Fe,San Lorenzo,San Gregorio
2126,Santa Fe,San Lorenzo,San Guillermo
2127,Santa Fe,San Javier,San Javier
2128,Santa Fe,San Jerónimo,San Jerónimo del Sauce
2129,Santa Fe,San Jerónimo,San Jerónimo N.
2130,Santa Fe,San Jerónimo,San Jerónimo S.
2131,Santa Fe,San Lorenzo,San Jorge
2132,Santa Fe,San Lorenzo,San José de La Esquina
2133,Santa Fe,San Lorenzo,San José del Rincón
2134,Santa Fe,San Justo,San Justo
2135,Santa Fe,San Lorenzo,San Lorenzo
2136,Santa Fe,San Lorenzo,San Mariano
2137,Santa Fe,San Martín,San Martín de Las Escobas
2138,Santa Fe,San Martín,San Martín N.
2139,Santa Fe,San Lorenzo,San Vicente
2140,Santa Fe,Villa Constitución,Sancti Spititu
2141,Santa Fe,Villa Constitución,Sanford
2142,Santa Fe,Villa Constitución,Santo Domingo
2143,Santa Fe,Villa Constitución,Santo Tomé
2144,Santa Fe,Villa Constitución,Santurce
2145,Santa Fe,Villa Constitución,Sargento Cabral
2146,Santa Fe,Villa Constitución,Sarmiento
2147,Santa Fe,Villa Constitución,Sastre
2148,Santa Fe,Villa Constitución,Sauce Viejo
2149,Santa Fe,Villa Constitución,Serodino
2150,Santa Fe,Villa Constitución,Silva
2151,Santa Fe,Villa Constitución,Soldini
2152,Santa Fe,Villa Constitución,Soledad
2153,Santa Fe,Villa Constitución,Soutomayor
2154,Santa Fe,Villa Constitución,Sta. Clara de Buena Vista
2155,Santa Fe,Villa Constitución,Sta. Clara de Saguier
2156,Santa Fe,Villa Constitución,Sta. Isabel
2157,Santa Fe,Villa Constitución,Sta. Margarita
2158,Santa Fe,Villa Constitución,Sta. Maria Centro
2159,Santa Fe,Villa Constitución,Sta. María N.
2160,Santa Fe,Villa Constitución,Sta. Rosa
2161,Santa Fe,Villa Constitución,Sta. Teresa
2162,Santa Fe,Villa Constitución,Suardi
2163,Santa Fe,Villa Constitución,Sunchales
2164,Santa Fe,Villa Constitución,Susana
2165,Santa Fe,Villa Constitución,Tacuarendí
2166,Santa Fe,Villa Constitución,Tacural
2167,Santa Fe,Villa Constitución,Tartagal
2168,Santa Fe,Villa Constitución,Teodelina
2169,Santa Fe,Villa Constitución,Theobald
2170,Santa Fe,Villa Constitución,Timbúes
2171,Santa Fe,Villa Constitución,Toba
2172,Santa Fe,Villa Constitución,Tortugas
2173,Santa Fe,Villa Constitución,Tostado
2174,Santa Fe,Villa Constitución,Totoras
2175,Santa Fe,Villa Constitución,Traill
2176,Santa Fe,Villa Constitución,Venado Tuerto
2177,Santa Fe,Vera,Vera
2178,Santa Fe,Vera,Vera y Pintado
2179,Santa Fe,Villa Constitución,Videla
2180,Santa Fe,Villa Constitución,Vila
2181,Santa Fe,Villa Constitución,Villa Amelia
2182,Santa Fe,Villa Constitución,Villa Ana
2183,Santa Fe,Villa Constitución,Villa Cañas
2184,Santa Fe,Villa Constitución,Villa Constitución
2185,Santa Fe,Villa Constitución,Villa Eloísa
2186,Santa Fe,Villa Constitución,Villa Gdor. Gálvez
2187,Santa Fe,Villa Constitución,Villa Guillermina
2188,Santa Fe,Villa Constitución,Villa Minetti
2189,Santa Fe,Villa Constitución,Villa Mugueta
2190,Santa Fe,Villa Constitución,Villa Ocampo
2191,Santa Fe,San Lorenzo,Villa San José
2192,Santa Fe,Villa Constitución,Villa Saralegui
2193,Santa Fe,Villa Constitución,Villa Trinidad
2194,Santa Fe,Villa Constitución,Villada
2195,Santa Fe,Villa Constitución,Virginia
2196,Santa Fe,Villa Constitución,Wheelwright
2197,Santa Fe,Villa Constitución,Zavalla
2198,Santa Fe,Villa Constitución,Zenón Pereira
2199,Santiago del Estero,Banda,Añatuya
2200,Santiago del Estero,Banda,Árraga
2201,Santiago del Estero,Banda,Bandera
2202,Santiago del Estero,Banda,Bandera Bajada
2203,Santiago del Estero,Banda,Beltrán
2204,Santiago del Estero,Banda,Brea Pozo
2205,Santiago del Estero,Banda,Campo Gallo
2206,Santiago del Estero,Capital,Capital
2207,Santiago del Estero,Banda,Chilca Juliana
2208,Santiago del Estero,Choya,Choya
2209,Santiago del Estero,Banda,Clodomira
2210,Santiago del Estero,Banda,Col. Alpina
2211,Santiago del Estero,Banda,Col. Dora
2212,Santiago del Estero,Robles,Col. El Simbolar Robles
2213,Santiago del Estero,Banda,El Bobadal
2214,Santiago del Estero,Banda,El Charco
2215,Santiago del Estero,Banda,El Mojón
2216,Santiago del Estero,Atamisqui,Estación Atamisqui
2217,Santiago del Estero,Banda,Estación Simbolar
2218,Santiago del Estero,Banda,Fernández
2219,Santiago del Estero,Banda,Fortín Inca
2220,Santiago del Estero,Banda,Frías
2221,Santiago del Estero,Banda,Garza
2222,Santiago del Estero,Banda,Gramilla
2223,Santiago del Estero,Banda,Guardia Escolta
2224,Santiago del Estero,Banda,Herrera
2225,Santiago del Estero,Banda,Icaño
2226,Santiago del Estero,Banda,Ing. Forres
2227,Santiago del Estero,La Banda,La Banda
2228,Santiago del Estero,Banda,La Cañada
2229,Santiago del Estero,Banda,Laprida
2230,Santiago del Estero,Banda,Lavalle
2231,Santiago del Estero,Loreto,Loreto
2232,Santiago del Estero,Banda,Los Juríes
2233,Santiago del Estero,Banda,Los Núñez
2234,Santiago del Estero,Banda,Los Pirpintos
2235,Santiago del Estero,Banda,Los Quiroga
2236,Santiago del Estero,Banda,Los Telares
2237,Santiago del Estero,Banda,Lugones
2238,Santiago del Estero,Banda,Malbrán
2239,Santiago del Estero,Banda,Matara
2240,Santiago del Estero,Banda,Medellín
2241,Santiago del Estero,Banda,Monte Quemado
2242,Santiago del Estero,Banda,Nueva Esperanza
2243,Santiago del Estero,Banda,Nueva Francia
2244,Santiago del Estero,Banda,Palo Negro
2245,Santiago del Estero,Banda,Pampa de Los Guanacos
2246,Santiago del Estero,Banda,Pinto
2247,Santiago del Estero,Banda,Pozo Hondo
2248,Santiago del Estero,Banda,Quimilí
2249,Santiago del Estero,Banda,Real Sayana
2250,Santiago del Estero,Banda,Sachayoj
2251,Santiago del Estero,Guasayán,San Pedro de Guasayán
2252,Santiago del Estero,Banda,Selva
2253,Santiago del Estero,Banda,Sol de Julio
2254,Santiago del Estero,Banda,Sumampa
2255,Santiago del Estero,Banda,Suncho Corral
2256,Santiago del Estero,General Taboada,Taboada
2257,Santiago del Estero,Banda,Tapso
2258,Santiago del Estero,Banda,Termas de Rio Hondo
2259,Santiago del Estero,Banda,Tintina
2260,Santiago del Estero,Banda,Tomas Young
2261,Santiago del Estero,Banda,Vilelas
2262,Santiago del Estero,Atamisqui,Villa Atamisqui
2263,Santiago del Estero,Banda,Villa La Punta
2264,Santiago del Estero,Ojo de Agua,Villa Ojo de Agua
2265,Santiago del Estero,Río Hondo,Villa Río Hondo
2266,Santiago del Estero,Salavina,Villa Salavina
2267,Santiago del Estero,Banda,Villa Unión
2268,Santiago del Estero,Banda,Vilmer
2269,Santiago del Estero,Banda,Weisburd
2270,Tierra del Fuego,No encontrado,Río Grande
2271,Tierra del Fuego,No encontrado,Tolhuin
2272,Tierra del Fuego,No encontrado,Ushuaia
2273,Tucumán,La Cocha,Acheral
2274,Tucumán,La Cocha,Agua Dulce
2275,Tucumán,La Cocha,Aguilares
2276,Tucumán,La Cocha,Alderetes
2277,Tucumán,La Cocha,Alpachiri
2278,Tucumán,La Cocha,Alto Verde
2279,Tucumán,La Cocha,Amaicha del Valle
2280,Tucumán,La Cocha,Amberes
2281,Tucumán,La Cocha,Ancajuli
2282,Tucumán,La Cocha,Arcadia
2283,Tucumán,La Cocha,Atahona
2284,Tucumán,Río Chico,Banda del Río Sali
2285,Tucumán,La Cocha,Bella Vista
2286,Tucumán,La Cocha,Buena Vista
2287,Tucumán,Burruyacú,Burruyacú
2288,Tucumán,La Cocha,Capitán Cáceres
2289,Tucumán,La Cocha,Cevil Redondo
2290,Tucumán,La Cocha,Choromoro
2291,Tucumán,La Cocha,Ciudacita
2292,Tucumán,La Cocha,Colalao del Valle
2293,Tucumán,La Cocha,Colombres
2294,Tucumán,La Cocha,Concepción
2295,Tucumán,La Cocha,Delfín Gallo
2296,Tucumán,La Cocha,El Bracho
2297,Tucumán,La Cocha,El Cadillal
2298,Tucumán,La Cocha,El Cercado
2299,Tucumán,La Cocha,El Chañar
2300,Tucumán,La Cocha,El Manantial
2301,Tucumán,La Cocha,El Mojón
2302,Tucumán,La Cocha,El Mollar
2303,Tucumán,La Cocha,El Naranjito
2304,Tucumán,La Cocha,El Naranjo
2305,Tucumán,La Cocha,El Polear
2306,Tucumán,La Cocha,El Puestito
2307,Tucumán,La Cocha,El Sacrificio
2308,Tucumán,La Cocha,El Timbó
2309,Tucumán,La Cocha,Escaba
2310,Tucumán,La Cocha,Esquina
2311,Tucumán,La Cocha,Estación Aráoz
2312,Tucumán,Famaillá,Famaillá
2313,Tucumán,La Cocha,Gastone
2314,Tucumán,La Cocha,Gdor. Garmendia
2315,Tucumán,La Cocha,Gdor. Piedrabuena
2316,Tucumán,Graneros,Graneros
2317,Tucumán,La Cocha,Huasa Pampa
2318,Tucumán,La Cocha,J. B. Alberdi
2319,Tucumán,La Cocha,La Cocha
2320,Tucumán,La Cocha,La Esperanza
2321,Tucumán,La Cocha,La Florida
2322,Tucumán,La Cocha,La Ramada
2323,Tucumán,La Cocha,La Trinidad
2324,Tucumán,La Cocha,Lamadrid
2325,Tucumán,La Cocha,Las Cejas
2326,Tucumán,La Cocha,Las Talas
2327,Tucumán,La Cocha,Las Talitas
2328,Tucumán,La Cocha,Los Bulacio
2329,Tucumán,La Cocha,Los Gómez
2330,Tucumán,La Cocha,Los Nogales
2331,Tucumán,La Cocha,Los Pereyra
2332,Tucumán,La Cocha,Los Pérez
2333,Tucumán,La Cocha,Los Puestos
2334,Tucumán,La Cocha,Los Ralos
2335,Tucumán,La Cocha,Los Sarmientos
2336,Tucumán,La Cocha,Los Sosa
2337,Tucumán,La Cocha,Lules
2338,Tucumán,La Cocha,M. García Fernández
2339,Tucumán,La Cocha,Manuela Pedraza
2340,Tucumán,La Cocha,Medinas
2341,Tucumán,La Cocha,Monte Bello
2342,Tucumán,La Cocha,Monteagudo
2343,Tucumán,Monteros,Monteros
2344,Tucumán,La Cocha,Padre Monti
2345,Tucumán,La Cocha,Pampa Mayo
2346,Tucumán,La Cocha,Quilmes
2347,Tucumán,La Cocha,Raco
2348,Tucumán,La Cocha,Ranchillos
2349,Tucumán,Río Chico,Río Chico
2350,Tucumán,Río Chico,Río Colorado
2351,Tucumán,Río Chico,Río Seco
2352,Tucumán,La Cocha,Rumi Punco
2353,Tucumán,La Cocha,San Andrés
2354,Tucumán,La Cocha,San Felipe
2355,Tucumán,La Cocha,San Ignacio
2356,Tucumán,La Cocha,San Javier
2357,Tucumán,La Cocha,San José
2358,Tucumán,La Cocha,San Miguel de 25
2359,Tucumán,La Cocha,San Pedro
2360,Tucumán,La Cocha,San Pedro de Colalao
2361,Tucumán,Leales,Santa Rosa de Leales
2362,Tucumán,La Cocha,Sgto. Moya
2363,Tucumán,La Cocha,Siete de Abril
2364,Tucumán,Simoca,Simoca
2365,Tucumán,La Cocha,Soldado Maldonado
2366,Tucumán,La Cocha,Sta. Ana
2367,Tucumán,La Cocha,Sta. Cruz
2368,Tucumán,La Cocha,Sta. Lucía
2369,Tucumán,La Cocha,Taco Ralo
2370,Tucumán,Tafí del Valle,Tafí del Valle
2371,Tucumán,Tafí Viejo,Tafí Viejo
2372,Tucumán,La Cocha,Tapia
2373,Tucumán,La Cocha,Teniente Berdina
2374,Tucumán,Trancas,Trancas
2375,Tucumán,La Cocha,Villa Belgrano
2376,Tucumán,La Cocha,Villa Benjamín Araoz
2377,Tucumán,La Cocha,Villa Chiligasta
2378,Tucumán,Leales,Villa de Leales
2379,Tucumán,La Cocha,Villa Quinteros
2380,Tucumán,La Cocha,Yánima
2381,Tucumán,La Cocha,Yerba Buena
2382,Tucumán,La Cocha,Yerba Buena (S)
