Documento;Fecha;Doc.-nro. interno;Establecimiento;Labor;Descripción;Fechaejecucion
Orden de Trabajo;2020-11-28;OT - 923;LA GAMA;Pulverización Terrestre;completar con lo utilizado real - ot correspondiente a preemerg;
Orden de Trabajo;2020-12-14;OT - 924;LA GAMA;Pulverización Terrestre;;
Orden de Trabajo;2020-12-15;OT - 939;LA GAMA;Pulverización Terrestre;;
Orden de Trabajo;2020-11-28;OT - 940;LA GAMA;Pulverización Terrestre;completar con lo utilizado real - ot correspondiente a preemerg;
Orden de Trabajo;2021-02-19;OT - 1035;LA GAMA;Pulverización Terrestre;;
Orden de Trabajo;2021-02-19;OT - 1036;LA GAMA;Pulverización Terrestre;;
Orden de Trabajo;2021-02-19;OT - 1037;LA GAMA;Pulverización Terrestre;;
Orden de Trabajo;2021-02-19;OT - 1038;LA GAMA;Pulverización Terrestre;;
Orden de Trabajo;2021-02-19;OT - 1039;LA GAMA;Pulverización Terrestre;;
Orden de Trabajo;2021-01-20;OT - 1047;LA GAMA;Pulverización Terrestre;;
Orden de Trabajo;2021-01-20;OT - 1048;LA GAMA;Pulverización Terrestre;;
Orden de Trabajo;2020-12-22;OT - 1049;LA GAMA;Pulverización Terrestre;;
Orden de Trabajo;2020-11-10;OT - 1050;LA GAMA;Pulverización Terrestre;;
Orden de Trabajo;2020-12-27;OT - 1051;LA GAMA;Pulverización Terrestre;;
Orden de Trabajo;2021-01-20;OT - 1052;LA GAMA;Pulverización Terrestre;;
Orden de Trabajo;2020-11-22;OT - 1053;LA GAMA;Pulverización Terrestre;;
Orden de Trabajo;2021-01-12;OT - 1070;LA GAMA;Pulverización Terrestre;;
Orden de Trabajo;2021-01-12;OT - 1071;LA GAMA;Pulverización Terrestre;;
Orden de Trabajo;2021-01-24;OT - 1072;LA GAMA;Pulverización Terrestre;;
Orden de Trabajo;2020-11-24;OT - 1073;LA GAMA;Pulverización Terrestre;;
Orden de Trabajo;2021-01-17;OT - 1074;LA GAMA;Pulverización Terrestre;;
Orden de Trabajo;2021-01-17;OT - 1075;LA GAMA;Pulverización Terrestre;;
Orden de Trabajo;2020-12-03;OT - 1076;LA GAMA;Pulverización Terrestre;;
Orden de Trabajo;2021-01-08;OT - 1077;LA GAMA;Pulverización Terrestre;;
Orden de Trabajo;2021-01-19;OT - 1078;LA GAMA;Pulverización Terrestre;;
Orden de Trabajo;2021-03-03;OT - 1079;LA GAMA;Pulverización Aerea;;
Orden de Trabajo;2021-03-03;OT - 1080;LA GAMA;Pulverización Aerea;;
Orden de Trabajo;2021-03-03;OT - 1081;LA GAMA;Pulverización Aerea;;
Orden de Trabajo;2021-03-03;OT - 1082;LA GAMA;Pulverización Aerea;;
Orden de Trabajo;2021-03-03;OT - 1083;LA GAMA;Pulverización Aerea;;
Orden de Trabajo;2021-03-03;OT - 1084;LA GAMA;Pulverización Aerea;;
Orden de Trabajo;2021-03-11;OT - 1089;LA GAMA;Pulverización Terrestre;;
Orden de Trabajo;2021-03-11;OT - 1090;LA GAMA;Pulverización Terrestre;;
Orden de Trabajo;2021-03-11;OT - 1091;LA GAMA;Pulverización Terrestre;no aplicar en 60 has de menos calidad de soja.;
Orden de Trabajo;2021-03-11;OT - 1092;LA GAMA;Pulverización Terrestre;;
Orden de Trabajo;2021-03-11;OT - 1093;LA GAMA;Pulverización Terrestre;;
Orden de Trabajo;2021-03-11;OT - 1094;LA GAMA;Pulverización Terrestre;;
Orden de Trabajo;2021-03-25;OT - 1103;LA GAMA;Cobertura por Voleo;;
Orden de Trabajo;2021-03-25;OT - 1104;LA GAMA;Cobertura por Voleo;;
Orden de Trabajo;2021-03-25;OT - 1105;LA GAMA;Cobertura por Voleo;;
Orden de Trabajo;2021-03-25;OT - 1106;LA GAMA;Cobertura por Voleo;;
Orden de Trabajo;2021-03-25;OT - 1107;LA GAMA;Cobertura por Voleo;;
Orden de Trabajo;2021-03-25;OT - 1108;LA GAMA;Cobertura por Voleo;;
Orden de Trabajo;2021-03-25;OT - 1109;LA GAMA;Cobertura por Voleo;;
Orden de Trabajo;2021-03-25;OT - 1110;LA GAMA;Cobertura por Voleo;4N (W);
Orden de Trabajo;2021-03-25;OT - 1111;LA GAMA;Cobertura por Voleo;4N E;
Orden de Trabajo;2021-03-25;OT - 1112;LA GAMA;Cobertura por Voleo;;
Orden de Trabajo;2021-03-25;OT - 1113;LA GAMA;Cobertura por Voleo;;
Orden de Trabajo;2021-03-25;OT - 1114;LA GAMA;Cobertura por Voleo;;
Orden de Trabajo;2021-03-25;OT - 1115;LA GAMA;Cobertura por Voleo;;
Orden de Trabajo;2021-03-25;OT - 1116;LA GAMA;Cobertura por Voleo;;
Orden de Trabajo;2021-01-15;OT - 1117;LA GAMA;Fertilizacion Terrestre;;
Orden de Trabajo;2021-01-15;OT - 1118;LA GAMA;Fertilizacion Terrestre;;
Orden de Trabajo;2021-01-15;OT - 1119;LA GAMA;Fertilizacion Terrestre;;
Orden de Trabajo;2021-02-19;OT - 1120;LA GAMA;Pulverización Terrestre;corresponde a ot 1034;
Orden de Trabajo;2021-03-25;OT - 1122;LA GAMA;Cobertura por Voleo;;
Orden de Trabajo;2021-03-25;OT - 1123;LA GAMA;Cobertura por Voleo;;
Orden de Trabajo;2020-11-01;OT - 1138;LA GAMA;Resiembra;aclarar var. e inoculante utilizado;
Orden de Trabajo;2020-12-01;OT - 1139;LA GAMA;Resiembra;completar con hibrido utilizado y kilos;
Orden de Trabajo;2021-01-05;OT - 1140;LA GAMA;Resiembra;se resembro cabeceras con soja - completar cantidad utilizada de soja.;
Orden de Trabajo;2021-01-01;OT - 1141;LA GAMA;Siembra De Grano Grueso Con Fertilización;completar con hibrido utilizado;
Orden de Trabajo;2021-01-01;OT - 1142;LA GAMA;Resiembra;;
Orden de Trabajo;2021-01-01;OT - 1143;LA GAMA;Resiembra;completar con hibrido utilizado;
Orden de Trabajo;2021-01-01;OT - 1144;LA GAMA;Resiembra;se resembro con maiz - aclarar ;
Orden de Trabajo;2021-05-21;OT - 1145;LA GAMA;Siembra De Grano Fino Sin Fertilización;siembra de cobertura - seguir esquema de siembra - lomas y cabecera sector norte y este;
Orden de Trabajo;2021-05-21;OT - 1146;LA GAMA;Siembra De Grano Fino Sin Fertilización;siembra de cobertura - seguir esquema de siembra - cabecera este contra el camino;
Orden de Trabajo;2021-05-21;OT - 1147;LA GAMA;Siembra De Grano Fino Sin Fertilización;siembra de cobertura - seguir esquema de siembra - costa oeste/este+ loma volada;
Orden de Trabajo;2021-05-21;OT - 1148;LA GAMA;Siembra De Grano Fino Sin Fertilización;siembra de cobertura - seguir esquema de siembra - lomas voladas;
Orden de Trabajo;2021-05-21;OT - 1149;LA GAMA;Siembra De Grano Fino Sin Fertilización;siembra de cobertura - seguir esquema de siembra - lomas voladas;
Orden de Trabajo;2021-01-01;OT - 1164;LA GAMA;Pulverización Terrestre;fecha real 14/11/20;
Orden de Trabajo;2021-08-19;OT - 1177;LA GAMA;Pulverización Terrestre;LOTE 4 SECTOR OESTE;
Orden de Trabajo;2021-08-19;OT - 1178;LA GAMA;Pulverización Terrestre;;
Orden de Trabajo;2021-08-19;OT - 1179;LA GAMA;Pulverización Terrestre;;
Orden de Trabajo;2021-08-19;OT - 1180;LA GAMA;Pulverización Terrestre;;
Orden de Trabajo;2021-08-19;OT - 1181;LA GAMA;Pulverización Terrestre;;
Orden de Trabajo;2021-08-19;OT - 1182;LA GAMA;Pulverización Terrestre;LOTE 4 SECTOR ESTE;
Orden de Trabajo;2021-08-19;OT - 1183;LA GAMA;Pulverización Terrestre;;
Orden de Trabajo;2021-08-30;OT - 1185;LA GAMA;Pulverización Terrestre;;
Orden de Trabajo;2021-08-30;OT - 1186;LA GAMA;Pulverización Terrestre;;
Orden de Trabajo;2021-08-30;OT - 1187;LA GAMA;Pulverización Terrestre;fraccion este;
Orden de Trabajo;2021-08-30;OT - 1188;LA GAMA;Pulverización Terrestre;Agregar cletodim 0,6 Lts/Ha + Haloxifop 0,12 por bromus segun imagen (50Ha) ;
Orden de Trabajo;2021-08-30;OT - 1189;LA GAMA;Pulverización Terrestre;todo el lote con graminida;
Orden de Trabajo;2021-08-30;OT - 1191;LA GAMA;Pulverización Terrestre;;
Orden de Trabajo;2021-08-30;OT - 1192;LA GAMA;Pulverización Terrestre;;
Orden de Trabajo;2021-08-30;OT - 1193;LA GAMA;Pulverización Terrestre;;
Orden de Trabajo;2021-08-30;OT - 1194;LA GAMA;Pulverización Terrestre;;
Orden de Trabajo;2021-08-30;OT - 1195;LA GAMA;Pulverización Terrestre;;
Orden de Trabajo;2021-08-30;OT - 1196;LA GAMA;Pulverización Terrestre;;
Orden de Trabajo;2021-08-30;OT - 1197;LA GAMA;Pulverización Terrestre;;
Orden de Trabajo;2021-09-01;OT - 1198;LA GAMA;Pulverización Terrestre;;
Orden de Trabajo;2021-09-29;OT - 1228;LA GAMA;Pulverización Terrestre;fraccion este - monte;
Orden de Trabajo;2021-09-29;OT - 1229;LA GAMA;Pulverización Terrestre;;
Orden de Trabajo;2021-09-29;OT - 1230;LA GAMA;Pulverización Terrestre;;
Orden de Trabajo;2021-09-29;OT - 1231;LA GAMA;Pulverización Terrestre;fraccion este;
Orden de Trabajo;2021-09-29;OT - 1232;LA GAMA;Pulverización Terrestre;;
Orden de Trabajo;2021-09-29;OT - 1233;LA GAMA;Pulverización Terrestre;;
Orden de Trabajo;2021-09-29;OT - 1234;LA GAMA;Pulverización Terrestre;IMPORTANTE. Agregar cletodim 0,6 Lts/Ha + Haloxifop 0,2 Lts/Ha en 70 Ha segun IMAGEN;
Orden de Trabajo;2021-09-29;OT - 1235;LA GAMA;Pulverización Terrestre;;
Orden de Trabajo;2021-09-29;OT - 1236;LA GAMA;Pulverización Terrestre;;
Orden de Trabajo;2021-09-29;OT - 1237;LA GAMA;Pulverización Terrestre;IMPORTANTE. Agregar cletodim 0,8 Lts/Ha + Haloxifop 0,12 Lts/Ha en 200 Ha segun IMAGEN;
Orden de Trabajo;2021-09-29;OT - 1238;LA GAMA;Pulverización Terrestre;;
Orden de Trabajo;2021-09-29;OT - 1239;LA GAMA;Pulverización Terrestre;;
Orden de Trabajo;2021-09-29;OT - 1240;LA GAMA;Pulverización Terrestre;tratamiento en cabeceras no tratadas anteriormente;
Orden de Trabajo;2021-09-29;OT - 1241;LA GAMA;Pulverización Terrestre;tratamiento en cabeceras no tratadas anteriormente - sector este;
Orden de Trabajo;2021-09-29;OT - 1242;LA GAMA;Pulverización Terrestre;tratamiento en cabeceras no tratadas anteriormente - sector oeste, parte norte y sur del lote;
Orden de Trabajo;2021-09-29;OT - 1243;LA GAMA;Pulverización Terrestre;;
Orden de Trabajo;2021-09-29;OT - 1244;LA GAMA;Pulverización Terrestre;;
Orden de Trabajo;2021-09-29;OT - 1245;LA GAMA;Pulverización Terrestre;;
Orden de Trabajo;2021-09-29;OT - 1246;LA GAMA;Pulverización Terrestre;lote 4n sector oeste - agregar 0,15lt/ha de haloxifop en cabeceras;
Orden de Trabajo;2021-09-30;OT - 1247;LA GAMA;Pulverización Terrestre;sector oeste - bajo;
Orden de Trabajo;2021-10-14;OT - 1266;LA GAMA;Pulverización Terrestre;;
Orden de Trabajo;2021-10-14;OT - 1267;LA GAMA;Pulverización Terrestre;;
Orden de Trabajo;2021-10-14;OT - 1268;LA GAMA;Pulverización Terrestre;;
Orden de Trabajo;2021-10-15;OT - 1270;LA GAMA;Siembra De Grano Grueso Con Fertilización;densidad 55000 sem/ha - 28,9 semillas/10 mts.;
Orden de Trabajo;2021-10-15;OT - 1271;LA GAMA;Siembra De Grano Grueso Con Fertilización;densidad 55000 sem/ha - 28,9 semillas/10 mts. - GIRASOL INDUSTRIA;
Orden de Trabajo;2021-10-15;OT - 1272;LA GAMA;Siembra De Grano Grueso Con Fertilización;densidad 55000 sem/ha - 28,9 semillas/10 mts. - GIRASOL INDUSTRIA;
Orden de Trabajo;2021-10-20;OT - 1274;LA GAMA;Pulverización Terrestre;;
Orden de Trabajo;2021-10-20;OT - 1275;LA GAMA;Pulverización Terrestre;previo emergencia de cultivo;
Orden de Trabajo;2021-10-20;OT - 1277;LA GAMA;Pulverización Terrestre;Pulverizar lomas voladas donde dejamos que las coberturas encañen bien. ;
Orden de Trabajo;2021-10-20;OT - 1278;LA GAMA;Pulverización Terrestre;Pulverizar lomas voladas donde dejamos que las coberturas encañen bien. fraccion este-monte;
Orden de Trabajo;2021-10-20;OT - 1284;LA GAMA;Pulverización Terrestre;;
Orden de Trabajo;2021-10-22;OT - 1285;LA GAMA;Siembra De Grano Grueso Con Fertilización;densidad 51000 sem/ha - 26,8 semillas/10 mts. ;
Orden de Trabajo;2021-10-20;OT - 1291;LA GAMA;Pulverización Terrestre;;
Orden de Trabajo;2021-10-20;OT - 1292;LA GAMA;Pulverización Terrestre;previo emergencia de cultivo;
Orden de Trabajo;2021-10-20;OT - 1299;LA GAMA;Pulverización Terrestre;;
Orden de Trabajo;2021-10-20;OT - 1300;LA GAMA;Pulverización Terrestre;actividad girasol;
Orden de Trabajo;2021-10-20;OT - 1301;LA GAMA;Pulverización Terrestre;actividad girasol;
Orden de Trabajo;2021-10-20;OT - 1302;LA GAMA;Pulverización Terrestre;actividad girasol;
Orden de Trabajo;2021-10-20;OT - 1303;LA GAMA;Pulverización Terrestre;actividad girasol;
Orden de Trabajo;2021-10-20;OT - 1315;LA GAMA;Pulverización Terrestre;actividad girasol;
Orden de Trabajo;2021-10-20;OT - 1316;LA GAMA;Pulverización Terrestre;;
Orden de Trabajo;2021-11-04;OT - 1323;LA GAMA;Siembra De Grano Fino Con Fertilización;48000 sem/ha- 25,2 sem/10 mts. GIRASOL INDUSTRIA.;
Orden de Trabajo;2021-11-04;OT - 1324;LA GAMA;Siembra De Grano Fino Con Fertilización;48000 sem/ha- 25,2 sem/10 mts. GIRASOL INDUSTRIA.;
Orden de Trabajo;2021-11-04;OT - 1325;LA GAMA;Siembra De Grano Fino Con Fertilización;48000 sem/ha- 25,2 sem/10 mts. GIRASOL INDUSTRIA.;
Orden de Trabajo;2021-11-04;OT - 1326;LA GAMA;Siembra De Grano Fino Con Fertilización;50000 sem/ha- 26,3 sem/10 mts. GIRASOL INDUSTRIA.;
Orden de Trabajo;2021-11-04;OT - 1327;LA GAMA;Siembra De Grano Fino Con Fertilización;52000 sem/ha- 27,3 sem/10 mts. GIRASOL INDUSTRIA.;
Orden de Trabajo;2021-11-04;OT - 1328;LA GAMA;Siembra De Grano Fino Con Fertilización;50000 sem/ha- 26,2 sem/10 mts. GIRASOL INDUSTRIA.;
Orden de Trabajo;2021-11-04;OT - 1329;LA GAMA;Pulverización Terrestre;realizar entre siembre y emergencia. revisar que no haya emergido para aplicar! ACTIVIDAD GIRASOL;
Orden de Trabajo;2021-11-04;OT - 1330;LA GAMA;Pulverización Terrestre;realizar entre siembra y emergencia. revisar que no haya emergido para aplicar! ACTIVIDAD GIRASOL;
Orden de Trabajo;2021-11-04;OT - 1331;LA GAMA;Pulverización Terrestre;realizar entre siembra y emergencia. revisar que no haya emergido para aplicar! ACTIVIDAD GIRASOL;
Orden de Trabajo;2021-11-04;OT - 1332;LA GAMA;Pulverización Terrestre;realizar entre siembra y emergencia. revisar que no haya emergido para aplicar! ACTIVIDAD GIRASOL;
Orden de Trabajo;2021-11-04;OT - 1333;LA GAMA;Pulverización Terrestre;realizar entre siembra y emergencia. revisar que no haya emergido para aplicar! paraquat en 360 has;
Orden de Trabajo;2021-11-04;OT - 1334;LA GAMA;Pulverización Terrestre;;
Orden de Trabajo;2021-11-04;OT - 1335;LA GAMA;Pulverización Terrestre;;
Orden de Trabajo;2021-11-04;OT - 1336;LA GAMA;Pulverización Terrestre;;
Orden de Trabajo;2021-11-05;OT - 1337;LA GAMA;Pulverización Terrestre;;
Orden de Trabajo;2021-11-05;OT - 1338;LA GAMA;Pulverización Terrestre;;
Orden de Trabajo;2021-11-05;OT - 1339;LA GAMA;Pulverización Terrestre;;
Orden de Trabajo;2021-11-12;OT - 1397;LA GAMA;Pulverización Terrestre;;
Orden de Trabajo;2021-11-12;OT - 1398;LA GAMA;Pulverización Terrestre;;
Orden de Trabajo;2021-11-12;OT - 1399;LA GAMA;Pulverización Terrestre;;
Orden de Trabajo;2021-11-12;OT - 1400;LA GAMA;Pulverización Terrestre;;
Orden de Trabajo;2021-11-12;OT - 1401;LA GAMA;Pulverización Terrestre;toda la superficie  a sorgo;
Orden de Trabajo;2021-11-12;OT - 1402;LA GAMA;Siembra De Grano Grueso Sin Fertilización;inoculante 1 caja para 4000 kg de semilla;
Orden de Trabajo;2021-11-12;OT - 1403;LA GAMA;Siembra De Grano Grueso Sin Fertilización;inoculante 1 caja para 4000 kg de semilla;
Orden de Trabajo;2021-11-12;OT - 1404;LA GAMA;Siembra De Grano Grueso Sin Fertilización;inoculante 1 caja para 4000 kg de semilla;
Orden de Trabajo;2021-11-12;OT - 1405;LA GAMA;Siembra De Grano Grueso Con Fertilización;se planifica urea pero depende de pronostico y maquina. antes de comenzar el lote consultar. 170000 sem/ha ;
Orden de Trabajo;2021-11-12;OT - 1406;LA GAMA;Siembra De Grano Grueso Con Fertilización;se planifica urea pero depende de pronostico y maquina. antes de comenzar el lote consultar. 170000 sem/ha;
Orden de Trabajo;2021-11-12;OT - 1407;LA GAMA;Siembra De Grano Grueso Con Fertilización;se planifica urea pero depende de pronostico y maquina. antes de comenzar el lote consultar. 170000 sem/ha;
Orden de Trabajo;2021-11-12;OT - 1408;LA GAMA;Siembra De Grano Grueso Con Fertilización;se planifica urea pero depende de pronostico y maquina. antes de comenzar el lote consultar. 170000 sem/ha;
Orden de Trabajo;2021-11-12;OT - 1409;LA GAMA;Siembra De Grano Grueso Con Fertilización;LOTE DE SORGO COMPLETO. se planifica urea pero depende de pronostico y maquina. antes de comenzar el lote consultar. 170000 sem/ha;
Orden de Trabajo;2021-10-30;OT - 1410;LA GAMA;Siembra De Grano Grueso Con Fertilización;densidad 48000 sem/ha - 25,2 semillas/10 mts. - GIRASOL INDUSTRIA;
Orden de Trabajo;2021-10-30;OT - 1411;LA GAMA;Siembra De Grano Grueso Con Fertilización;densidad 48000 sem/ha - 25,2 semillas/10 mts. - TODO GIRASOL INDUSTRIA AO;
Orden de Trabajo;2021-10-30;OT - 1412;LA GAMA;Siembra De Grano Grueso Con Fertilización;densidad 48000 sem/ha - 25,2 semillas/10 mts. - TODO GIRASOL INDUSTRIA AO;
Orden de Trabajo;2021-10-30;OT - 1413;LA GAMA;Siembra De Grano Grueso Con Fertilización;densidad 48000 sem/ha - 25,2 semillas/10 mts. - TODO GIRASOL INDUSTRIA AO;
Orden de Trabajo;2021-10-30;OT - 1414;LA GAMA;Siembra De Grano Grueso Con Fertilización;densidad 48000 sem/ha - 25,2 semillas/10 mts. - TODO GIRASOL INDUSTRIA;
Orden de Trabajo;2021-10-30;OT - 1415;LA GAMA;Siembra De Grano Grueso Con Fertilización;densidad 48000 sem/ha - 25,2 semillas/10 mts. - TODO GIRASOL INDUSTRIA;
Orden de Trabajo;2021-11-18;OT - 1416;LA GAMA;Siembra De Grano Grueso Con Fertilización;sector oeste - promedio 44388 ptas/ha - 21 sem/10 mts.;
Orden de Trabajo;2021-11-18;OT - 1417;LA GAMA;Siembra De Grano Grueso Con Fertilización;promedio 44726 ptas/ha - 22 sem/10 mts.;
Orden de Trabajo;2021-11-18;OT - 1418;LA GAMA;Siembra De Grano Grueso Con Fertilización;promedio 40235 ptas/ha - 21 sem/10 mts.;
Orden de Trabajo;2021-11-18;OT - 1419;LA GAMA;Siembra De Grano Grueso Con Fertilización;sector oeste - promedio 44156 ptas/ha - 23 sem/10 mts.;
Orden de Trabajo;2021-11-18;OT - 1420;LA GAMA;Siembra De Grano Grueso Con Fertilización;sector este - promedio 44175 ptas/ha - 23 sem/10 mts.;
Orden de Trabajo;2021-11-18;OT - 1421;LA GAMA;Siembra De Grano Grueso Con Fertilización;promedio 44073 ptas/ha - 23 sem/10 mts.;
Orden de Trabajo;2021-11-18;OT - 1422;LA GAMA;Siembra De Grano Grueso Con Fertilización;promedio 44135 ptas/ha - 22 sem/10 mts.;
Orden de Trabajo;2021-12-10;OT - 1447;LA GAMA;Pulverización Terrestre;;
Orden de Trabajo;2021-12-10;OT - 1448;LA GAMA;Pulverización Terrestre;;
Orden de Trabajo;2021-12-10;OT - 1449;LA GAMA;Pulverización Terrestre;;
Orden de Trabajo;2021-12-10;OT - 1450;LA GAMA;Pulverización Terrestre;;
Orden de Trabajo;2021-12-10;OT - 1452;LA GAMA;Pulverización Terrestre;repaso en falla de pulverizacion;
Orden de Trabajo;2021-12-16;OT - 1463;LA GAMA;Pulverización Terrestre;;
Orden de Trabajo;2021-12-16;OT - 1464;LA GAMA;Pulverización Terrestre;;
Orden de Trabajo;2021-12-16;OT - 1465;LA GAMA;Pulverización Terrestre;;
Orden de Trabajo;2021-12-16;OT - 1466;LA GAMA;Pulverización Terrestre;;
Orden de Trabajo;2021-12-16;OT - 1467;LA GAMA;Pulverización Terrestre;;
Orden de Trabajo;2021-12-30;OT - 1507;LA GAMA;Pulverización Terrestre;antes v4-v5 - sector sur;
Orden de Trabajo;2021-12-30;OT - 1508;LA GAMA;Pulverización Terrestre;antes v4-v5 - sector norte;
Orden de Trabajo;2021-12-30;OT - 1509;LA GAMA;Pulverización Terrestre;antes v4-v5 - sector NE;
Orden de Trabajo;2021-12-30;OT - 1510;LA GAMA;Pulverización Terrestre;;
Orden de Trabajo;2021-12-30;OT - 1511;LA GAMA;Pulverización Terrestre;;
Orden de Trabajo;2021-12-30;OT - 1512;LA GAMA;Pulverización Terrestre;;
Orden de Trabajo;2021-12-30;OT - 1513;LA GAMA;Pulverización Terrestre;;
Orden de Trabajo;2021-12-10;OT - 1525;LA GAMA;Pulverización Terrestre;;
Orden de Trabajo;2021-12-07;OT - 1526;LA GAMA;Pulverización Terrestre;;
Orden de Trabajo;2021-11-18;OT - 1527;LA GAMA;Siembra De Grano Grueso Con Fertilización;promedio 40235 ptas/ha - 21 sem/10 mts.;
Orden de Trabajo;2021-11-30;OT - 1528;LA GAMA;Pulverización Terrestre;;
Orden de Trabajo;2021-11-30;OT - 1529;LA GAMA;Pulverización Terrestre;;
Orden de Trabajo;2022-01-18;OT - 1530;LA GAMA;Fertilizacion Terrestre;;
Orden de Trabajo;2022-01-18;OT - 1531;LA GAMA;Fertilizacion Terrestre;;
Orden de Trabajo;2022-01-18;OT - 1532;LA GAMA;Fertilizacion Terrestre;;
Orden de Trabajo;2022-01-18;OT - 1533;LA GAMA;Fertilizacion Terrestre;;
Orden de Trabajo;2022-01-25;OT - 1542;LA GAMA;Pulverización Terrestre;sector oeste - gota fina + mucha agua;
Orden de Trabajo;2022-01-25;OT - 1543;LA GAMA;Pulverización Terrestre;sector este - gota fina + mucha agua;
Orden de Trabajo;2022-01-25;OT - 1544;LA GAMA;Pulverización Terrestre;gota fina + mucha agua;
Orden de Trabajo;2022-01-25;OT - 1545;LA GAMA;Pulverización Terrestre;gota fina + mucha agua;
Orden de Trabajo;2022-02-08;OT - 1563;LA GAMA;Pulverización Aerea;;
Orden de Trabajo;2022-02-08;OT - 1564;LA GAMA;Pulverización Aerea;;
Orden de Trabajo;2022-02-08;OT - 1565;LA GAMA;Pulverización Aerea;;
Orden de Trabajo;2022-02-08;OT - 1566;LA GAMA;Pulverización Aerea;coragen;
Orden de Trabajo;2022-02-23;OT - 1589;LA GAMA;Pulverización Aerea;;
Orden de Trabajo;2022-02-23;OT - 1590;LA GAMA;Pulverización Aerea;;
Orden de Trabajo;2022-02-25;OT - 1593;LA GAMA;Pulverización Terrestre;;
Orden de Trabajo;2022-02-25;OT - 1594;LA GAMA;Pulverización Terrestre;;
Orden de Trabajo;2022-02-25;OT - 1595;LA GAMA;Pulverización Terrestre;;
Orden de Trabajo;2022-02-25;OT - 1605;LA GAMA;Pulverización Terrestre;4n este;
Orden de Trabajo;2022-03-09;OT - 1608;LA GAMA;Pulverización Terrestre;;
Orden de Trabajo;2022-03-09;OT - 1609;LA GAMA;Pulverización Terrestre;;
Orden de Trabajo;2022-03-09;OT - 1610;LA GAMA;Pulverización Terrestre;;
Orden de Trabajo;2022-03-09;OT - 1611;LA GAMA;Pulverización Terrestre;;
Orden de Trabajo;2022-04-10;OT - 1652;LA GAMA;Cobertura por Voleo;;
Orden de Trabajo;2022-04-10;OT - 1653;LA GAMA;Cobertura por Voleo;;
Orden de Trabajo;2022-04-10;OT - 1654;LA GAMA;Cobertura por Voleo;;
Orden de Trabajo;2022-04-10;OT - 1655;LA GAMA;Cobertura por Voleo;;
Orden de Trabajo;2022-04-10;OT - 1656;LA GAMA;Cobertura por Voleo;;
Orden de Trabajo;2022-04-10;OT - 1657;LA GAMA;Cobertura por Voleo;;
Orden de Trabajo;2022-04-10;OT - 1658;LA GAMA;Cobertura por Voleo;;
Orden de Trabajo;2022-04-15;OT - 1659;LA GAMA;Cobertura por Voleo;;
Orden de Trabajo;2022-04-15;OT - 1660;LA GAMA;Cobertura por Voleo;;
Orden de Trabajo;2022-04-15;OT - 1661;LA GAMA;Cobertura por Voleo;;
Orden de Trabajo;2022-04-15;OT - 1662;LA GAMA;Cobertura por Voleo;;
Orden de Trabajo;2022-04-15;OT - 1663;LA GAMA;Cobertura por Voleo;;
Orden de Trabajo;2021-08-30;OT - 1666;LA GAMA;Pulverización Terrestre;;
Orden de Trabajo;2022-04-15;OT - 1669;LA GAMA;Cobertura por Voleo;;
Orden de Trabajo;2022-09-15;OT - 1673;LA GAMA;Pulverización Terrestre;;
Orden de Trabajo;2022-09-15;OT - 1674;LA GAMA;Pulverización Terrestre;;
Orden de Trabajo;2022-09-15;OT - 1675;LA GAMA;Pulverización Terrestre;;
Orden de Trabajo;2022-09-15;OT - 1676;LA GAMA;Pulverización Terrestre;;
Orden de Trabajo;2022-09-20;OT - 1677;LA GAMA;Pulverización Terrestre;;
Orden de Trabajo;2022-09-20;OT - 1678;LA GAMA;Pulverización Terrestre;;
Orden de Trabajo;2022-09-20;OT - 1679;LA GAMA;Pulverización Terrestre;GRAMINICIDA SOLO EN 200 HAS DE CEBADILLA CRIOLLA - DOSIS 0,7 LTS/HA;
Orden de Trabajo;2022-10-04;OT - 1685;LA GAMA;Pulverización Terrestre;;2022-10-04
Orden de Trabajo;2022-10-04;OT - 1686;LA GAMA;Pulverización Terrestre;;2022-10-04
Orden de Trabajo;2022-10-04;OT - 1687;LA GAMA;Pulverización Terrestre;;2022-10-04
Orden de Trabajo;2022-10-04;OT - 1688;LA GAMA;Pulverización Terrestre;;2022-10-04
Orden de Trabajo;2022-10-04;OT - 1689;LA GAMA;Pulverización Terrestre;;2022-10-04
Orden de Trabajo;2022-10-07;OT - 1713;LA GAMA;Siembra De Grano Grueso Con Fertilización;48000 ptas/ha;2022-10-07
Orden de Trabajo;2022-10-07;OT - 1714;LA GAMA;Pulverización Terrestre;;2022-10-07
Orden de Trabajo;2022-10-07;OT - 1715;LA GAMA;Pulverización Terrestre;110-120 hs con graminicida sobre cebadilla. dosis cletodim 0,5lts/ha - dosis haloxifop 0,2 lts/ha;2022-10-07
Orden de Trabajo;2022-10-08;OT - 1716;LA GAMA;Siembra De Grano Grueso Con Fertilización;48000 ptas/ha;2022-10-08
Orden de Trabajo;2022-10-10;OT - 1717;LA GAMA;Pulverización Terrestre;sector 4NW;2022-10-10
Orden de Trabajo;2022-10-10;OT - 1718;LA GAMA;Pulverización Terrestre;sector 4NE;2022-10-10
Orden de Trabajo;2022-10-10;OT - 1719;LA GAMA;Pulverización Terrestre;;2022-10-10
Orden de Trabajo;2022-10-10;OT - 1720;LA GAMA;Pulverización Terrestre;;2022-10-10
